"timestamp","location","clan","type","item","price","store"
"09/17/18 16:06","Martral","MAD","buy","Adamantite Bar","10","Irb's Ice Cream van"
"09/17/18 16:19","Lake Trand","Home","buy","Adamantite Bar","60","pi shop"
"09/17/18 16:44","Garando Mines","X","buy","Adamantite Bar","10","Forsworn Supplies"
"10/24/18 10:18","Lake Trand","Home","buy","Adamantite Bar","60","pi shop"
"10/24/18 11:49","Garando Mines","X","buy","Adamantite Bar","10","Forsworn Supplies"
"05/17/18 21:32","Moskim","Peace","buy","Adamantite Card","5","Peace Keepers Super Mart"
"09/17/18 16:19","Lake Trand","Home","buy","Adamantite Card","10","pi shop"
"10/24/18 10:18","Lake Trand","Home","buy","Adamantite Card","10","pi shop"
"10/24/18 12:49","Moskim","Peace","buy","Adamantite Card","5","Peace Keepers Super Mart"
"05/17/18 21:32","Garando Mines","X","buy","Adamantite Dagger","63","Forsworn Supplies"
"05/22/18 23:45","Ponat Pier","~MM~","sell","Adamantite Dagger","70","Smithed Stuff"
"05/22/18 23:45","Unopos Mesa","TAOM","buy","Adamantite Dagger","59","Masters of Destruction"
"06/04/18 12:39","Ponat","Sane?","buy","Adamantite Dagger","54","Shop Til you Drop..."
"09/17/18 16:19","Lake Trand","Home","buy","Adamantite Dagger","60","pi shop"
"09/17/18 16:35","Barin Plains","CoM","sell","Adamantite Dagger","100","[Store] General store coins"
"09/17/18 16:44","Garando Mines","X","buy","Adamantite Dagger","63","Forsworn Supplies"
"09/17/18 16:50","Ravel","ΩMNI","sell","Adamantite Dagger","65","Soc's Toy Store"
"10/24/18 10:18","Lake Trand","Home","buy","Adamantite Dagger","60","pi shop"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Adamantite Dagger","70","Masters of Destruction"
"10/24/18 11:05","Unopos Mesa","TAOM","buy","Adamantite Dagger","59","Masters of Destruction"
"10/24/18 11:24","Ravel","ΩMNI","sell","Adamantite Dagger","65","Soc's Toy Store"
"10/24/18 11:49","Barin Plains","CoM","sell","Adamantite Dagger","100","[Store] General store coins"
"10/24/18 11:49","Garando Mines","X","buy","Adamantite Dagger","63","Forsworn Supplies"
"05/17/18 21:22","Garando Mines","X","buy","Adamantite Longsword","66","Forsworn Supplies"
"05/17/18 21:22","Ravel","ΩMNI","sell","Adamantite Longsword","90","Soc's Toy Store"
"05/17/18 21:32","Barin Plains","CoM","sell","Adamantite Longsword","100","[Store] General store coins"
"05/17/18 21:32","Lake Trand","Home","sell","Adamantite Longsword","70","Homes Yard Sale"
"05/18/18 14:25","Ponat","Sane?","buy","Adamantite Longsword","55","Shop Til you Drop..."
"05/22/18 07:48","Cythe","Evil","buy","Adamantite Longsword","2","Evil Apprentice"
"05/22/18 11:14","Moskim","Peace","sell","Adamantite Longsword","78","Peace Keepers Super Mart"
"06/03/18 11:11","Rissdra","???","sell","Adamantite Longsword","70","Hack n Slash"
"06/05/18 13:23","Unopos Mesa","TAOM","sell","Adamantite Longsword","75","Masters of Destruction"
"09/17/18 16:06","Martral","MAD","buy","Adamantite Longsword","50","Irb's Ice Cream van"
"09/17/18 16:19","Lake Trand","Home","buy","Adamantite Longsword","67","pi shop"
"09/17/18 16:19","Lake Trand","Home","sell","Adamantite Longsword","70","Homes Yard Sale"
"09/17/18 16:32","Baron Plains","*HT*","sell","Adamantite Longsword","100","Pepe's Place"
"09/17/18 16:35","Barin Plains","CoM","sell","Adamantite Longsword","100","[Store] General store coins"
"09/17/18 16:44","Garando Mines","X","buy","Adamantite Longsword","66","Forsworn Supplies"
"09/17/18 16:50","Ravel","ΩMNI","sell","Adamantite Longsword","90","Soc's Toy Store"
"10/24/18 10:18","Lake Trand","Home","buy","Adamantite Longsword","67","pi shop"
"10/24/18 10:47","Cythe","Evil","buy","Adamantite Longsword","2","Evil Apprentice"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Adamantite Longsword","75","Masters of Destruction"
"10/24/18 11:05","Unopos Mesa","TAOM","buy","Adamantite Longsword","61","Masters of Destruction"
"10/24/18 11:24","Ravel","ΩMNI","sell","Adamantite Longsword","90","Soc's Toy Store"
"10/24/18 11:49","Barin Plains","CoM","sell","Adamantite Longsword","100","[Store] General store coins"
"10/24/18 11:49","Port Barin","]0_o[","sell","Adamantite Longsword","80","Armour and Cards sent Home Shop"
"10/24/18 11:49","Garando Mines","X","buy","Adamantite Longsword","66","Forsworn Supplies"
"10/24/18 12:49","Droesar","firesoul","sell","Adamantite Longsword","90","Shop of Firesouls"
"10/24/18 12:49","Moskim","Peace","sell","Adamantite Longsword","78","Peace Keepers Super Mart"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Adamantite Longsword","70","Weapons and tools"
"05/17/18 21:32","Martral","MAD","buy","Adamantite Ore","5","Irb`s Ice Cream van"
"05/22/18 23:45","Lake Trand","Home","buy","Adamantite Ore","10","pi shop"
"05/26/18 11:46","Garando Mines","X","buy","Adamantite Ore","1","Forsworn Supplies"
"06/04/18 12:39","Ravel","Crops4$","buy","Adamantite Ore","5","Loading Ramp"
"09/17/18 16:06","Martral","MAD","buy","Adamantite Ore","5","Irb's Ice Cream van"
"09/17/18 16:19","Lake Trand","Home","buy","Adamantite Ore","10","pi shop"
"09/17/18 16:44","Garando Mines","X","buy","Adamantite Ore","1","Forsworn Supplies"
"09/17/18 16:48","Ravel","Crops4$","buy","Adamantite Ore","5","Loading Ramp"
"10/24/18 10:18","Lake Trand","Home","buy","Adamantite Ore","10","pi shop"
"10/24/18 11:21","Ravel","Crops4$","buy","Adamantite Ore","5","Loading Ramp"
"10/24/18 11:49","Garando Mines","X","buy","Adamantite Ore","1","Forsworn Supplies"
"05/17/18 21:22","Garando Mines","X","sell","Adamantite Short Sword","200","X-cellent Weapons and Armour"
"05/22/18 11:07","Cythe","Evil","buy","Adamantite Short Sword","2","Evil Apprentice"
"06/04/18 12:39","Ponat","Sane?","buy","Adamantite Short Sword","53","Shop Til you Drop..."
"06/05/18 13:19","Garando Mines","X","buy","Adamantite Short Sword","63","Forsworn Supplies"
"06/05/18 13:19","Port Barin","]0_o[","sell","Adamantite Short Sword","200","Armour and Cards sent Home Shop"
"09/17/18 16:19","Lake Trand","Home","buy","Adamantite Short Sword","67","pi shop"
"09/17/18 16:44","Garando Mines","X","buy","Adamantite Short Sword","63","Forsworn Supplies"
"09/17/18 16:45","Garando Mines","X","sell","Adamantite Short Sword","200","X-cellent Weapons and Armour"
"09/17/18 16:50","Ravel","ΩMNI","sell","Adamantite Short Sword","70","Soc's Toy Store"
"10/24/18 10:18","Lake Trand","Home","buy","Adamantite Short Sword","67","pi shop"
"10/24/18 10:47","Cythe","Evil","buy","Adamantite Short Sword","2","Evil Apprentice"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Adamantite Short Sword","70","Masters of Destruction"
"10/24/18 11:05","Unopos Mesa","TAOM","buy","Adamantite Short Sword","59","Masters of Destruction"
"10/24/18 11:24","Ravel","ΩMNI","sell","Adamantite Short Sword","70","Soc's Toy Store"
"10/24/18 11:49","Garando Mines","X","sell","Adamantite Short Sword","200","X-cellent Weapons and Armour"
"10/24/18 11:49","Port Barin","]0_o[","sell","Adamantite Short Sword","200","Armour and Cards sent Home Shop"
"10/24/18 11:49","Garando Mines","X","buy","Adamantite Short Sword","63","Forsworn Supplies"
"05/17/18 21:32","Unopos Mesa","TAOM","buy","Adamantite-Tipped Whip","65","Masters of Destruction"
"05/22/18 23:45","Ravel","ΩMNI","sell","Adamantite-Tipped Whip","150","Soc's Toy Store"
"05/26/18 11:45","Lake Essdar","Olympus","sell","Adamantite-Tipped Whip","80","Elysium shopping mall"
"06/03/18 11:11","Garando Mines","X","buy","Adamantite-Tipped Whip","70","Forsworn Supplies"
"06/03/18 11:11","Martral","-","sell","Adamantite-Tipped Whip","180","sub-mart"
"09/12/18 18:09","Ravel","ΩMNI","sell","Adamantite-Tipped Whip","150","Soc's Toy Store"
"09/15/18 11:32","Lake Essdar","Olympus","sell","Adamantite-Tipped Whip","80","Elysium shopping mall"
"09/15/18 11:32","Lake Trand","Home","buy","Adamantite-Tipped Whip","77","pi shop"
"09/17/18 16:19","Lake Trand","Home","buy","Adamantite-Tipped Whip","77","pi shop"
"09/17/18 16:19","Matral","-","sell","Adamantite-Tipped Whip","180","sub-mart"
"09/17/18 16:25","Lake Trand","Roots","sell","Adamantite-Tipped Whip","150","BK's Arsenal"
"09/17/18 16:35","Barin Plains","CoM","sell","Adamantite-Tipped Whip","150","[Store] General store coins"
"09/17/18 16:44","Garando Mines","X","buy","Adamantite-Tipped Whip","70","Forsworn Supplies"
"09/17/18 16:45","Garando Mines","X","sell","Adamantite-Tipped Whip","200","X-cellent Weapons and Armour"
"09/17/18 16:50","Ravel","ΩMNI","sell","Adamantite-Tipped Whip","150","Soc's Toy Store"
"10/24/18 10:18","Lake Trand","Home","buy","Adamantite-Tipped Whip","77","pi shop"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Adamantite-Tipped Whip","200","Masters of Destruction"
"10/24/18 11:05","Unopos Mesa","TAOM","buy","Adamantite-Tipped Whip","65","Masters of Destruction"
"10/24/18 11:24","Ravel","ΩMNI","sell","Adamantite-Tipped Whip","150","Soc's Toy Store"
"10/24/18 11:49","Garando Mines","X","sell","Adamantite-Tipped Whip","200","X-cellent Weapons and Armour"
"10/24/18 11:49","Barin Plains","CoM","sell","Adamantite-Tipped Whip","150","[Store] General store coins"
"10/24/18 11:49","Garando Mines","X","buy","Adamantite-Tipped Whip","70","Forsworn Supplies"
"10/24/18 12:58","Lake Essdar","Olympus","sell","Adamantite-Tipped Whip","80","Elysium shopping mall"
"05/22/18 07:50","Droesar","firesoul","sell","Advanced Spellbook","1000","Squirrel Central"
"05/24/18 10:35","Barin Plains","CoM","sell","Advanced Spellbook","1000","[Store] Magic and Wood Shop"
"05/24/18 10:35","Galawi","*Y*","sell","Advanced Spellbook","1000","Josy's Green Groceries"
"05/24/18 10:35","Lake Trand","Home","sell","Advanced Spellbook","365","pi shop"
"05/24/18 10:35","Port Schow","JACK","sell","Advanced Spellbook","850","Reindeer world"
"06/03/18 11:10","Martral","MAD","buy","Advanced Spellbook","10","Irb`s Ice Cream van"
"06/04/18 17:04","Ponat","Sane?","buy","Advanced Spellbook","22","Shop Til you Drop..."
"09/12/18 18:08","Port Schow","JACK","sell","Advanced Spellbook","850","Reindeer world"
"09/17/18 16:06","Martral","MAD","buy","Advanced Spellbook","10","Irb's Ice Cream van"
"09/17/18 16:19","Lake Trand","Home","buy","Advanced Spellbook","350","pi shop"
"09/17/18 16:19","Lake Trand","Home","sell","Advanced Spellbook","365","pi shop"
"09/17/18 16:36","Barin Plains","CoM","sell","Advanced Spellbook","1000","[Store] Magic and Wood Shop"
"09/17/18 16:49","Ravel","ΩMNI","sell","Advanced Spellbook","250","pwn Shop"
"10/24/18 10:18","Lake Trand","Home","sell","Advanced Spellbook","365","pi shop"
"10/24/18 10:18","Lake Trand","Home","buy","Advanced Spellbook","350","pi shop"
"10/24/18 11:06","Unopos Mesa","TAOM","sell","Advanced Spellbook","550","TAOM Bazaar"
"10/24/18 11:23","Ravel","ΩMNI","sell","Advanced Spellbook","250","pwn Shop"
"10/24/18 11:27","Naton","7sins","sell","Advanced Spellbook","400","Star Lanes"
"10/24/18 11:49","Barin Plains","CoM","sell","Advanced Spellbook","1000","[Store] Magic and Wood Shop"
"10/24/18 11:49","Droesar","firesoul","sell","Advanced Spellbook","850","Farmers Market"
"10/24/18 12:49","Droesar","firesoul","sell","Advanced Spellbook","1000","Squirrel Central"
"10/24/18 12:49","Moskim","Peace","sell","Advanced Spellbook","1250","Peace Keepers Super Mart"
"05/19/18 10:29","Ponat","Sane?","buy","Aliki Bar","5","Shop Til you Drop..."
"09/17/18 16:06","Martral","MAD","buy","Aliki Bar","10","Irb's Ice Cream van"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Bar","60","pi shop"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Bar","60","pi shop"
"05/19/18 10:29","Hikori","*NI*","sell","Aliki Breastplate","375","Gemma Tabernam"
"05/19/18 10:32","Lake Trand","Home","buy","Aliki Breastplate","170","pi shop"
"05/19/18 10:32","Rissdra","???","sell","Aliki Breastplate","350","Hack n Slash"
"05/22/18 11:09","Naton","7sins","sell","Aliki Breastplate","200","Walter's Weapons"
"05/23/18 11:55","Lake Essdar","Alive!","sell","Aliki Breastplate","245","Weapons and tools"
"05/26/18 11:46","Barin Plains","CoM","sell","Aliki Breastplate","200","[Store] General store coins"
"06/04/18 00:35","Mount Pharos","PHX","sell","Aliki Breastplate","395","[PHX] Guild Store"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Breastplate","170","pi shop"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Breastplate","200","[Store] General store coins"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Breastplate","170","pi shop"
"10/24/18 10:41","Hikori","*NI*","sell","Aliki Breastplate","375","Gemma Tabernam"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Aliki Breastplate","250","Masters of Destruction"
"10/24/18 11:10","Mount Pharos","PHX","sell","Aliki Breastplate","395","[PHX] Guild Store"
"10/24/18 11:28","Naton","7sins","sell","Aliki Breastplate","200","Walter's Weapons"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Breastplate","200","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Breastplate","245","Weapons and tools"
"05/22/18 23:47","Barin Plains","CoM","sell","Aliki Gauntlets","200","[Store] General store coins"
"05/22/18 23:47","Lake Essdar","Alive!","sell","Aliki Gauntlets","195","Weapons and tools"
"06/04/18 00:36","Ponat Pier","~MM~","sell","Aliki Gauntlets","165","Smithed Stuff"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Gauntlets","150","pi shop"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Gauntlets","200","[Store] General store coins"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Gauntlets","150","pi shop"
"10/24/18 10:41","Hikori","*NI*","sell","Aliki Gauntlets","280","Gemma Tabernam"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Aliki Gauntlets","190","Masters of Destruction"
"10/24/18 11:28","Naton","7sins","sell","Aliki Gauntlets","200","Walter's Weapons"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Gauntlets","200","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Gauntlets","195","Weapons and tools"
"05/19/18 10:29","Lake Essdar","Alive!","sell","Aliki Halberd","210","Weapons and tools"
"05/19/18 10:32","Garando Mines","X","sell","Aliki Halberd","600","X-cellent Weapons and Armour"
"05/19/18 10:32","Hikori","*NI*","sell","Aliki Halberd","212","Gemma Tabernam"
"06/04/18 00:35","Naton","7sins","sell","Aliki Halberd","200","Walter's Weapons"
"06/04/18 00:35","Ponat Pier","~MM~","sell","Aliki Halberd","240","Smithed Stuff"
"06/04/18 00:35","Unopos Mesa","TAOM","sell","Aliki Halberd","215","Masters of Destruction"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Halberd","160","pi shop"
"09/17/18 16:19","Lake Trand","Home","sell","Aliki Halberd","325","Homes Yard Sale"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Halberd","200","[Store] General store coins"
"09/17/18 16:45","Garando Mines","X","sell","Aliki Halberd","600","X-cellent Weapons and Armour"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Halberd","160","pi shop"
"10/24/18 10:41","Hikori","*NI*","sell","Aliki Halberd","212","Gemma Tabernam"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Aliki Halberd","215","Masters of Destruction"
"10/24/18 11:10","Mount Pharos","PHX","sell","Aliki Halberd","295","[PHX] Guild Store"
"10/24/18 11:28","Naton","7sins","sell","Aliki Halberd","200","Walter's Weapons"
"10/24/18 11:49","Garando Mines","X","sell","Aliki Halberd","600","X-cellent Weapons and Armour"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Halberd","200","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Halberd","210","Weapons and tools"
"05/19/18 10:29","Mount Pharos","PHX","sell","Aliki Hammer","350","[PHX] Guild Store"
"05/24/18 13:28","Lake Essdar","Alive!","sell","Aliki Hammer","195","Weapons and tools"
"05/24/18 13:28","Ponat Pier","~MM~","sell","Aliki Hammer","240","Smithed Stuff"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Hammer","150","pi shop"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Hammer","200","[Store] General store coins"
"09/17/18 16:45","Garando Mines","X","sell","Aliki Hammer","450","X-cellent Weapons and Armour"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Hammer","150","pi shop"
"10/24/18 11:06","Unopos Mesa","TAOM","sell","Aliki Hammer","125","TAOM Bazaar"
"10/24/18 11:10","Mount Pharos","PHX","sell","Aliki Hammer","350","[PHX] Guild Store"
"10/24/18 11:49","Garando Mines","X","sell","Aliki Hammer","450","X-cellent Weapons and Armour"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Hammer","200","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Hammer","195","Weapons and tools"
"05/19/18 10:29","Jiroka","*OMG*","sell","Aliki Hatchet","100","OMG Super Center"
"05/22/18 07:50","Lake Essdar","Alive!","sell","Aliki Hatchet","195","Weapons and tools"
"06/04/18 00:36","Barin Plains","CoM","sell","Aliki Hatchet","100","[Store] General store coins"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Hatchet","80","pi shop"
"09/17/18 16:19","Lake Trand","Home","sell","Aliki Hatchet","160","Homes Yard Sale"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Hatchet","100","[Store] General store coins"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Hatchet","80","pi shop"
"10/24/18 10:41","Hikori","*NI*","sell","Aliki Hatchet","155","Gemma Tabernam"
"10/24/18 10:50","Jiroka","*OMG*","sell","Aliki Hatchet","100","OMG Super Center"
"10/24/18 11:06","Unopos Mesa","TAOM","sell","Aliki Hatchet","125","TAOM Bazaar"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Hatchet","100","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Hatchet","195","Weapons and tools"
"05/17/18 21:22","Barin Plains","CoM","sell","Aliki Hauberk","200","[Store] General store coins"
"05/19/18 10:29","Lake Essdar","Alive!","sell","Aliki Hauberk","245","Weapons and tools"
"05/24/18 11:02","Naton","7sins","sell","Aliki Hauberk","200","Walter's Weapons"
"06/04/18 00:35","Lake Trand","Home","buy","Aliki Hauberk","165","pi shop"
"06/04/18 00:36","Lake Trand","Home","sell","Aliki Hauberk","300","Homes Yard Sale"
"06/04/18 00:36","Ponat Pier","~MM~","sell","Aliki Hauberk","300","Smithed Stuff"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Hauberk","165","pi shop"
"09/17/18 16:19","Lake Trand","Home","sell","Aliki Hauberk","300","Homes Yard Sale"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Hauberk","165","pi shop"
"10/24/18 10:41","Hikori","*NI*","sell","Aliki Hauberk","295","Gemma Tabernam"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Aliki Hauberk","225","Masters of Destruction"
"10/24/18 11:28","Naton","7sins","sell","Aliki Hauberk","200","Walter's Weapons"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Hauberk","245","Weapons and tools"
"05/19/18 10:29","Barin Plains","CoM","sell","Aliki Helm","150","[Store] General store coins"
"05/22/18 07:49","Unopos Mesa","TAOM","sell","Aliki Helm","190","Masters of Destruction"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Helm","139","pi shop"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Helm","150","[Store] General store coins"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Helm","139","pi shop"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Aliki Helm","190","Masters of Destruction"
"10/24/18 11:28","Naton","7sins","sell","Aliki Helm","150","Walter's Weapons"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Helm","150","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Helm","195","Weapons and tools"
"05/19/18 10:32","Mount Pharos","PHX","sell","Aliki Labry","295","[PHX] Guild Store"
"05/19/18 10:32","Ponat Pier","~MM~","sell","Aliki Labry","300","Smithed Stuff"
"05/19/18 10:32","Unopos Mesa","TAOM","sell","Aliki Labry","205","Masters of Destruction"
"05/22/18 22:59","Lake Trand","Home","sell","Aliki Labry","325","Homes Yard Sale"
"06/04/18 00:35","Hikori","*NI*","sell","Aliki Labry","320","Gemma Tabernam"
"06/04/18 00:35","Naton","7sins","sell","Aliki Labry","350","Walter's Weapons"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Labry","163","pi shop"
"09/17/18 16:19","Lake Trand","Home","sell","Aliki Labry","325","Homes Yard Sale"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Labry","200","[Store] General store coins"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Labry","163","pi shop"
"10/24/18 10:41","Hikori","*NI*","sell","Aliki Labry","320","Gemma Tabernam"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Aliki Labry","205","Masters of Destruction"
"10/24/18 11:10","Mount Pharos","PHX","sell","Aliki Labry","295","[PHX] Guild Store"
"10/24/18 11:28","Naton","7sins","sell","Aliki Labry","350","Walter's Weapons"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Labry","200","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Labry","220","Weapons and tools"
"05/19/18 10:29","Unopos Mesa","TAOM","sell","Aliki Legs","200","Masters of Destruction"
"05/19/18 10:32","Lake Trand","Home","buy","Aliki Legs","140","pi shop"
"06/04/18 00:35","Therusia","TEAM","sell","Aliki Legs","200","T - Mart"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Legs","140","pi shop"
"09/17/18 16:25","Lake Trand","Roots","sell","Aliki Legs","150","BK's Arsenal"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Legs","150","[Store] General store coins"
"10/24/18 10:18","Lake Trand","Home","buy","Aliki Legs","140","pi shop"
"10/24/18 11:05","Unopos Mesa","TAOM","sell","Aliki Legs","200","Masters of Destruction"
"10/24/18 11:28","Naton","7sins","sell","Aliki Legs","150","Walter's Weapons"
"10/24/18 11:49","Barin Plains","CoM","sell","Aliki Legs","150","[Store] General store coins"
"10/24/18 12:57","Lake Essdar","Alive!","sell","Aliki Legs","195","Weapons and tools"
"05/19/18 10:29","Lake Trand","Home","sell","Aliki Pickaxe","150","Homes Yard Sale"
"05/19/18 10:32","Ponat Pier","~MM~","sell","Aliki Pickaxe","100","Smithed Stuff"
"05/22/18 19:29","Jiroka","*OMG*","sell","Aliki Pickaxe","100","OMG Super Center"
"06/03/18 21:42","Unopos Mesa","TAOM","sell","Aliki Pickaxe","125","TAOM Bazaar"
"06/04/18 00:35","Naton","7sins","sell","Aliki Pickaxe","120","Pickaxe Plus"
"09/17/18 16:19","Lake Trand","Home","buy","Aliki Pickaxe","80","pi shop"
"09/17/18 16:19","Lake Trand","Home","sell","Aliki Pickaxe","150","Homes Yard Sale"
"09/17/18 16:35","Barin Plains","CoM","sell","Aliki Pickaxe","100","[Store] General store coins"
